Invoice_ID,Vendor_Name,Vendor_ID,Category,Invoice_Date,Payment_Date,Currency,Invoice_Amount,Tax,Total_Amount,Payment_Status,Cost_Center,Description
INV-00163,Harbor Facilities Group,V-007,Utilities,2024-09-07,2024-09-20,USD,4007.07,320.57,4327.64,Paid,CC-002,Purchase
INV-00153,Gamma Supplies Ltd,V-001,MRO,2024-09-07,2024-09-12,USD,5826.2,466.1,6292.3,Paid,CC-013,Purchase
INV-00171,Vertex IT Services,V-006,Facilities,2024-09-07,2024-09-16,USD,6602.44,528.2,7130.64,Paid,CC-009,Purchase
INV-00165,Sterling MRO Co,V-003,Facilities,2024-09-07,2024-09-12,USD,4729.29,378.34,5107.63,Paid,CC-002,Purchase
INV-00157,Capex Solutions Ltd,V-008,IT Services,2024-09-08,2024-09-28,USD,7025.65,562.05,7587.7,Paid,CC-013,Purchase
INV-TAX-02,Gridline Utilities LLC,V-004,Utilities,2024-09-12,2024-09-20,USD,3500.0,795.0,4295.0,Paid,CC-004,Tax rounding / rate mismatch (planted)
INV-TAX-03,Vertex IT Services,V-006,IT Services,2024-09-12,2024-09-20,USD,3200.0,766.0,3966.0,Paid,CC-005,Tax rounding / rate mismatch (planted)
INV-TAX-04,Harbor Facilities Group,V-007,Facilities,2024-09-12,2024-09-20,USD,2800.0,729.0,3529.0,Paid,CC-008,Tax rounding / rate mismatch (planted)
INV-TAX-05,Capex Solutions Ltd,V-008,Capex,2024-09-12,2024-09-20,USD,3600.0,788.0,4388.0,Paid,CC-019,Tax rounding / rate mismatch (planted)
INV-TAX-01,Northwind Logistics Inc,V-002,Logistics,2024-09-12,2024-09-20,USD,4000.0,840.0,4840.0,Paid,CC-016,Tax rounding / rate mismatch (planted)
INV-00169,Gamma Supplies Ltd,V-001,Capex,2024-09-12,2024-09-17,USD,6248.41,499.87,6748.28,Paid,CC-020,Purchase
INV-00154,Capex Solutions Ltd,V-008,Packaging,2024-09-13,2024-09-20,USD,6392.33,511.39,6903.72,Paid,CC-012,Purchase
INV-00170,Pacific Packaging,V-005,MRO,2024-09-19,2024-09-28,USD,6905.09,552.41,7457.5,Paid,CC-009,Purchase
INV-00162,Gamma Supplies Ltd,V-001,Capex,2024-09-21,2024-09-28,USD,6135.33,490.83,6626.16,Paid,CC-020,Purchase
INV-00168,Vertex IT Services,V-006,Utilities,2024-09-22,2024-09-28,USD,6294.68,503.57,6798.25,Paid,CC-005,Purchase
INV-00158,Harbor Facilities Group,V-007,Utilities,2024-09-24,2024-09-28,USD,3838.04,307.04,4145.08,Paid,CC-015,Purchase
INV-00159,Harbor Facilities Group,V-007,Utilities,2024-09-26,2024-09-28,USD,3923.94,313.92,4237.86,Paid,CC-009,Purchase
INV-00160,Capex Solutions Ltd,V-008,Raw Materials,2024-09-27,2024-09-28,USD,3562.67,285.01,3847.68,Paid,CC-015,Purchase
INV-00156,Vertex IT Services,V-006,Packaging,2024-09-27,2024-09-28,USD,6277.83,502.23,6780.06,Paid,CC-010,Purchase
INV-NEAR-1,Harbor Facilities Group,V-007,Facilities,2024-10-02,2024-10-09,USD,3300.0,264.0,3564.0,Paid,CC-004,Near-dup pair A
INV-00173,Vertex IT Services,V-006,Capex,2024-10-04,2024-10-14,USD,6617.17,529.37,7146.54,Paid,CC-011,Purchase
INV-NEAR-2,Harbor Facilities Group,V-007,Facilities,2024-10-04,2024-10-11,USD,3302.0,264.16,3566.16,Paid,CC-011,Near-dup pair B
INV-00185,Harbor Facilities Group,V-007,Logistics,2024-10-05,2024-10-13,USD,2518.0,201.44,2719.44,Paid,CC-007,Purchase
INV-00174,Capex Solutions Ltd,V-008,IT Services,2024-10-06,2024-10-24,USD,6804.71,544.38,7349.09,Paid,CC-007,Purchase
INV-00186,Harbor Facilities Group,V-007,Raw Materials,2024-10-08,2024-10-18,USD,5919.08,473.53,6392.61,Paid,CC-016,Purchase
INV-00182,Pacific Packaging,V-005,Facilities,2024-10-08,2024-10-20,USD,5883.54,470.68,6354.22,Paid,CC-005,Purchase
INV-00183,Pacific Packaging,V-005,MRO,2024-10-09,2024-10-24,USD,7216.04,577.28,7793.32,Paid,CC-020,Purchase
INV-00189,Gridline Utilities LLC,V-004,Logistics,2024-10-09,2024-10-16,USD,3135.36,250.83,3386.19,Paid,CC-009,Purchase
INV-00172,Harbor Facilities Group,V-007,Capex,2024-10-10,2024-10-28,USD,3149.95,252.0,3401.95,Paid,CC-006,Purchase
INV-00179,Gamma Supplies Ltd,V-001,MRO,2024-10-10,2024-10-19,USD,5789.38,463.15,6252.53,Paid,CC-012,Purchase
INV-00176,Sterling MRO Co,V-003,IT Services,2024-10-12,2024-10-19,USD,6226.7,498.14,6724.84,Paid,CC-012,Purchase
INV-00180,Gamma Supplies Ltd,V-001,MRO,2024-10-13,2024-10-28,USD,5957.26,476.58,6433.84,Paid,CC-007,Purchase
INV-00175,Gridline Utilities LLC,V-004,Packaging,2024-10-15,2024-10-28,USD,2385.54,190.84,2576.38,Paid,CC-013,Purchase
INV-00184,Vertex IT Services,V-006,Logistics,2024-10-16,2024-10-21,USD,3571.14,285.69,3856.83,Paid,CC-006,Purchase
INV-00188,Capex Solutions Ltd,V-008,Capex,2024-10-19,2024-10-28,USD,6573.13,525.85,7098.98,Paid,CC-016,Purchase
INV-00177,Northwind Logistics Inc,V-002,Facilities,2024-10-20,2024-10-28,USD,3492.97,279.44,3772.41,Paid,CC-002,Purchase
INV-00187,Pacific Packaging,V-005,IT Services,2024-10-24,2024-10-28,USD,3431.88,274.55,3706.43,Paid,CC-019,Purchase
INV-00178,Gridline Utilities LLC,V-004,Utilities,2024-10-25,2024-10-28,USD,6260.63,500.85,6761.48,Paid,CC-003,Purchase
INV-00181,Gridline Utilities LLC,V-004,Utilities,2024-10-26,2024-10-28,USD,6405.36,512.43,6917.79,Paid,CC-011,Purchase
INV-00190,Vertex IT Services,V-006,MRO,2024-10-26,2024-10-28,USD,3965.47,317.24,4282.71,Paid,CC-009,Purchase
INV-00196,Gridline Utilities LLC,V-004,Logistics,2024-11-01,2024-11-14,USD,3065.02,245.2,3310.22,Paid,CC-018,Purchase
INV-00193,Sterling MRO Co,V-003,Capex,2024-11-02,2024-11-08,USD,5703.34,456.27,6159.61,Paid,CC-018,Purchase
INV-00202,Northwind Logistics Inc,V-002,Capex,2024-11-02,2024-11-07,USD,5404.56,432.36,5836.92,Paid,CC-019,Purchase
INV-DUP-C2,Pacific Packaging,V-005,Packaging,2024-11-05,2024-11-13,USD,1900.0,152.0,2052.0,Paid,CC-013,Corrugated — triplicate pay
INV-DUP-C1,Pacific Packaging,V-005,Packaging,2024-11-05,2024-11-12,USD,1900.0,152.0,2052.0,Paid,CC-016,Corrugated — triplicate pay
INV-DUP-C3,Pacific Packaging,V-005,Packaging,2024-11-05,2024-11-14,USD,1900.0,152.0,2052.0,Paid,CC-009,Corrugated — triplicate pay
INV-00207,Capex Solutions Ltd,V-008,IT Services,2024-11-07,2024-11-28,USD,6863.59,549.09,7412.68,Paid,CC-012,Purchase
INV-00192,Gamma Supplies Ltd,V-001,MRO,2024-11-07,2024-11-28,USD,5788.9,463.11,6252.01,Paid,CC-010,Purchase
INV-00197,Northwind Logistics Inc,V-002,Raw Materials,2024-11-08,2024-11-22,USD,5612.19,448.98,6061.17,Paid,CC-001,Purchase
INV-00194,Gamma Supplies Ltd,V-001,Packaging,2024-11-11,2024-11-28,USD,3388.61,271.09,3659.7,Paid,CC-014,Purchase
INV-00198,Sterling MRO Co,V-003,Utilities,2024-11-12,2024-11-26,USD,4565.72,365.26,4930.98,Paid,CC-017,Purchase
INV-00195,Gridline Utilities LLC,V-004,Logistics,2024-11-14,2024-11-26,USD,3094.72,247.58,3342.3,Paid,CC-005,Purchase
INV-00205,Northwind Logistics Inc,V-002,Capex,2024-11-14,2024-11-19,USD,5600.29,448.02,6048.31,Paid,CC-006,Purchase
INV-00209,Vertex IT Services,V-006,IT Services,2024-11-15,2024-11-28,USD,2576.33,206.11,2782.44,Paid,CC-003,Purchase
INV-00208,Gridline Utilities LLC,V-004,Facilities,2024-11-17,2024-11-23,USD,3209.39,256.75,3466.14,Paid,CC-008,Purchase
INV-00204,Gamma Supplies Ltd,V-001,Packaging,2024-11-17,2024-11-23,USD,3419.98,273.6,3693.58,Paid,CC-012,Purchase
INV-00199,Pacific Packaging,V-005,MRO,2024-11-17,2024-11-26,USD,7008.65,560.69,7569.34,Paid,CC-019,Purchase
INV-00206,Harbor Facilities Group,V-007,Capex,2024-11-17,2024-11-28,USD,3043.07,243.45,3286.52,Paid,CC-016,Purchase
INV-00200,Gridline Utilities LLC,V-004,IT Services,2024-11-19,2024-11-28,USD,3074.8,245.98,3320.78,Paid,CC-019,Purchase
INV-00191,Northwind Logistics Inc,V-002,Raw Materials,2024-11-20,2024-11-27,USD,5738.86,459.11,6197.97,Paid,CC-006,Purchase
INV-00203,Gamma Supplies Ltd,V-001,MRO,2024-11-23,2024-11-28,USD,5825.23,466.02,6291.25,Paid,CC-004,Purchase
INV-00201,Gridline Utilities LLC,V-004,Raw Materials,2024-11-24,2024-11-28,USD,2674.19,213.94,2888.13,Paid,CC-004,Purchase
INV-00224,Pacific Packaging,V-005,Facilities,2024-12-01,2024-12-13,USD,5854.42,468.35,6322.77,Paid,CC-011,Purchase
INV-00216,Gamma Supplies Ltd,V-001,Facilities,2024-12-01,2024-12-13,USD,7492.15,599.37,8091.52,Paid,CC-003,Purchase
INV-00213,Sterling MRO Co,V-003,Packaging,2024-12-04,2024-12-26,USD,1987.79,159.02,2146.81,Paid,CC-003,Purchase
INV-00214,Pacific Packaging,V-005,Logistics,2024-12-04,2024-12-22,USD,4869.68,389.57,5259.25,Paid,CC-014,Purchase
INV-00215,Gamma Supplies Ltd,V-001,Logistics,2024-12-04,2024-12-28,USD,3681.55,294.52,3976.07,Paid,CC-006,Purchase
INV-00212,Gamma Supplies Ltd,V-001,Packaging,2024-12-05,2024-12-26,USD,3503.75,280.3,3784.05,Paid,CC-015,Purchase
INV-00223,Sterling MRO Co,V-003,IT Services,2024-12-05,2024-12-18,USD,6495.15,519.61,7014.76,Paid,CC-019,Purchase
INV-00221,Harbor Facilities Group,V-007,MRO,2024-12-06,2024-12-22,USD,1986.6,158.93,2145.53,Paid,CC-011,Purchase
INV-00210,Pacific Packaging,V-005,MRO,2024-12-06,2024-12-23,USD,7041.01,563.28,7604.29,Paid,CC-007,Purchase
INV-00228,Capex Solutions Ltd,V-008,Logistics,2024-12-06,2024-12-28,USD,2052.89,164.23,2217.12,Paid,CC-015,Purchase
INV-00218,Pacific Packaging,V-005,Logistics,2024-12-08,2024-12-21,USD,4846.58,387.73,5234.31,Paid,CC-012,Purchase
INV-00217,Pacific Packaging,V-005,Facilities,2024-12-12,2024-12-27,USD,5878.75,470.3,6349.05,Paid,CC-004,Purchase
INV-00220,Gamma Supplies Ltd,V-001,MRO,2024-12-17,2024-12-28,USD,5837.94,467.04,6304.98,Paid,CC-018,Purchase
INV-00222,Gridline Utilities LLC,V-004,IT Services,2024-12-19,2024-12-28,USD,3136.05,250.88,3386.93,Paid,CC-012,Purchase
INV-00226,Gridline Utilities LLC,V-004,Logistics,2024-12-19,2024-12-28,USD,3070.85,245.67,3316.52,Paid,CC-020,Purchase
INV-00211,Harbor Facilities Group,V-007,Raw Materials,2024-12-20,2024-12-28,USD,5762.22,460.98,6223.2,Paid,CC-008,Purchase
INV-00225,Gridline Utilities LLC,V-004,Utilities,2024-12-21,2024-12-28,USD,6134.5,490.76,6625.26,Paid,CC-014,Purchase
INV-00227,Sterling MRO Co,V-003,Logistics,2024-12-25,2024-12-28,USD,2557.58,204.61,2762.19,Paid,CC-020,Purchase
INV-00219,Northwind Logistics Inc,V-002,MRO,2024-12-27,2024-12-28,USD,5436.73,434.94,5871.67,Paid,CC-004,Purchase
INV-00232,Harbor Facilities Group,V-007,Capex,2025-01-03,2025-01-16,USD,3049.51,243.96,3293.47,Paid,CC-015,Purchase
INV-00243,Vertex IT Services,V-006,Utilities,2025-01-07,2025-01-17,USD,6314.56,505.16,6819.72,Paid,CC-003,Purchase
INV-00240,Capex Solutions Ltd,V-008,MRO,2025-01-08,2025-01-28,USD,5489.91,439.19,5929.1,Paid,CC-004,Purchase
INV-00246,Northwind Logistics Inc,V-002,Facilities,2025-01-09,2025-01-22,USD,3467.38,277.39,3744.77,Paid,CC-002,Purchase
INV-00235,Sterling MRO Co,V-003,Capex,2025-01-11,2025-01-24,USD,5780.61,462.45,6243.06,Paid,CC-001,Purchase
INV-00247,Harbor Facilities Group,V-007,IT Services,2025-01-11,2025-01-26,USD,5432.01,434.56,5866.57,Paid,CC-011,Purchase
INV-00229,Vertex IT Services,V-006,Facilities,2025-01-12,2025-01-27,USD,6506.68,520.53,7027.21,Paid,CC-002,Purchase
INV-00239,Vertex IT Services,V-006,Logistics,2025-01-13,2025-01-28,USD,3472.88,277.83,3750.71,Paid,CC-012,Purchase
INV-00241,Gridline Utilities LLC,V-004,Capex,2025-01-13,2025-01-23,USD,6626.31,530.1,7156.41,Paid,CC-003,Purchase
INV-00242,Gamma Supplies Ltd,V-001,MRO,2025-01-14,2025-01-23,USD,6053.35,484.27,6537.62,Paid,CC-014,Purchase
INV-00245,Pacific Packaging,V-005,Facilities,2025-01-16,2025-01-22,USD,5899.69,471.98,6371.67,Paid,CC-009,Purchase
INV-00231,Gridline Utilities LLC,V-004,Raw Materials,2025-01-19,2025-01-28,USD,2733.57,218.69,2952.26,Paid,CC-018,Purchase
INV-00238,Northwind Logistics Inc,V-002,MRO,2025-01-19,2025-01-24,USD,5349.33,427.95,5777.28,Paid,CC-020,Purchase
INV-00230,Vertex IT Services,V-006,Packaging,2025-01-20,2025-01-28,USD,6328.57,506.29,6834.86,Paid,CC-012,Purchase
INV-00237,Sterling MRO Co,V-003,Utilities,2025-01-21,2025-01-28,USD,4478.72,358.3,4837.02,Paid,CC-007,Purchase
INV-00244,Sterling MRO Co,V-003,MRO,2025-01-21,2025-01-28,USD,6933.75,554.7,7488.45,Paid,CC-020,Purchase
INV-00234,Vertex IT Services,V-006,Facilities,2025-01-24,2025-01-28,USD,6511.78,520.94,7032.72,Paid,CC-007,Purchase
INV-00236,Pacific Packaging,V-005,Capex,2025-01-26,2025-01-28,USD,6519.24,521.54,7040.78,Paid,CC-004,Purchase
INV-00233,Gridline Utilities LLC,V-004,Raw Materials,2025-01-27,2025-01-28,USD,2743.65,219.49,2963.14,Paid,CC-017,Purchase
INV-00253,Pacific Packaging,V-005,Logistics,2025-02-02,2025-02-15,USD,4936.58,394.93,5331.51,Paid,CC-004,Purchase
INV-00252,Capex Solutions Ltd,V-008,Packaging,2025-02-03,2025-02-11,USD,6378.45,510.28,6888.73,Paid,CC-017,Purchase
INV-00259,Sterling MRO Co,V-003,Logistics,2025-02-03,2025-02-17,USD,2655.3,212.42,2867.72,Paid,CC-017,Purchase
INV-00256,Northwind Logistics Inc,V-002,MRO,2025-02-05,2025-02-11,USD,5511.25,440.9,5952.15,Paid,CC-018,Purchase
INV-00260,Capex Solutions Ltd,V-008,Logistics,2025-02-05,2025-02-28,USD,2061.58,164.93,2226.51,Paid,CC-005,Purchase
INV-00248,Northwind Logistics Inc,V-002,Raw Materials,2025-02-07,2025-02-14,USD,5514.62,441.17,5955.79,Paid,CC-018,Purchase
INV-00257,Gamma Supplies Ltd,V-001,IT Services,2025-02-08,2025-02-22,USD,4305.41,344.43,4649.84,Paid,CC-010,Purchase
INV-00262,Capex Solutions Ltd,V-008,Raw Materials,2025-02-09,2025-02-15,USD,3620.26,289.62,3909.88,Paid,CC-010,Purchase
INV-00266,Gamma Supplies Ltd,V-001,Facilities,2025-02-10,2025-02-28,USD,7570.42,605.63,8176.05,Paid,CC-013,Purchase
INV-00250,Sterling MRO Co,V-003,IT Services,2025-02-11,2025-02-16,USD,6424.31,513.94,6938.25,Paid,CC-016,Purchase
INV-00261,Northwind Logistics Inc,V-002,MRO,2025-02-11,2025-02-18,USD,5265.9,421.27,5687.17,Paid,CC-004,Purchase
INV-00251,Gamma Supplies Ltd,V-001,Logistics,2025-02-12,2025-02-19,USD,3761.46,300.92,4062.38,Paid,CC-005,Purchase
INV-00258,Pacific Packaging,V-005,Utilities,2025-02-15,2025-02-27,USD,5151.31,412.1,5563.41,Paid,CC-003,Purchase
INV-00263,Capex Solutions Ltd,V-008,Utilities,2025-02-18,2025-02-26,USD,6246.73,499.74,6746.47,Paid,CC-017,Purchase
INV-00265,Harbor Facilities Group,V-007,Logistics,2025-02-19,2025-02-28,USD,2593.99,207.52,2801.51,Paid,CC-012,Purchase
INV-00249,Sterling MRO Co,V-003,Capex,2025-02-20,2025-02-28,USD,5824.98,466.0,6290.98,Paid,CC-017,Purchase
INV-00254,Northwind Logistics Inc,V-002,Facilities,2025-02-20,2025-02-28,USD,3518.98,281.52,3800.5,Paid,CC-018,Purchase
INV-00255,Vertex IT Services,V-006,MRO,2025-02-20,2025-02-28,USD,3969.06,317.52,4286.58,Paid,CC-007,Purchase
INV-00264,Capex Solutions Ltd,V-008,Logistics,2025-02-23,2025-02-28,USD,2080.83,166.47,2247.3,Paid,CC-010,Purchase
INV-00282,Vertex IT Services,V-006,MRO,2025-03-01,2025-03-22,USD,3928.58,314.29,4242.87,Paid,CC-004,Purchase
INV-00281,Harbor Facilities Group,V-007,Raw Materials,2025-03-04,2025-03-22,USD,5950.36,476.03,6426.39,Paid,CC-015,Purchase
INV-00270,Gridline Utilities LLC,V-004,IT Services,2025-03-04,2025-03-24,USD,3047.13,243.77,3290.9,Paid,CC-013,Purchase
INV-00279,Vertex IT Services,V-006,Facilities,2025-03-06,2025-03-23,USD,6519.85,521.59,7041.44,Paid,CC-009,Purchase
INV-00284,Northwind Logistics Inc,V-002,IT Services,2025-03-08,2025-03-18,USD,6584.44,526.76,7111.2,Paid,CC-006,Purchase
INV-00457,Capex Solutions Ltd,V-008,Packaging,2025-03-10,2025-03-20,USD,6557.88,524.63,7082.51,Paid,CC-004,Purchase
INV-00268,Capex Solutions Ltd,V-008,Capex,2025-03-12,2025-03-28,USD,6488.23,519.06,7007.29,Paid,CC-001,Purchase
INV-00280,Sterling MRO Co,V-003,Packaging,2025-03-12,2025-03-22,USD,2000.11,160.01,2160.12,Paid,CC-003,Purchase
INV-00272,Vertex IT Services,V-006,Packaging,2025-03-13,2025-03-28,USD,6290.19,503.22,6793.41,Paid,CC-012,Purchase
INV-00273,Gamma Supplies Ltd,V-001,Utilities,2025-03-15,2025-03-26,USD,6832.7,546.62,7379.32,Paid,CC-012,Purchase
INV-00276,Capex Solutions Ltd,V-008,Utilities,2025-03-15,2025-03-23,USD,6286.68,502.93,6789.61,Paid,CC-007,Purchase
INV-00278,Gridline Utilities LLC,V-004,Facilities,2025-03-16,2025-03-28,USD,3167.89,253.43,3421.32,Paid,CC-011,Purchase
INV-00271,Gridline Utilities LLC,V-004,Utilities,2025-03-18,2025-03-28,USD,6393.66,511.49,6905.15,Paid,CC-009,Purchase
INV-00274,Northwind Logistics Inc,V-002,Raw Materials,2025-03-19,2025-03-28,USD,5706.95,456.56,6163.51,Paid,CC-001,Purchase
INV-00277,Sterling MRO Co,V-003,Facilities,2025-03-20,2025-03-28,USD,4623.12,369.85,4992.97,Paid,CC-008,Purchase
INV-00275,Capex Solutions Ltd,V-008,Utilities,2025-03-21,2025-03-28,USD,6359.18,508.73,6867.91,Paid,CC-006,Purchase
INV-00285,Sterling MRO Co,V-003,Packaging,2025-03-21,2025-03-28,USD,2047.29,163.78,2211.07,Paid,CC-020,Purchase
INV-00267,Gamma Supplies Ltd,V-001,IT Services,2025-03-23,2025-03-28,USD,4364.76,349.18,4713.94,Paid,CC-005,Purchase
INV-00269,Pacific Packaging,V-005,Facilities,2025-03-24,2025-03-28,USD,5705.83,456.47,6162.3,Paid,CC-008,Purchase
INV-00283,Northwind Logistics Inc,V-002,IT Services,2025-03-25,2025-03-28,USD,6620.66,529.65,7150.31,Paid,CC-004,Purchase
INV-00293,Sterling MRO Co,V-003,IT Services,2025-04-01,2025-04-20,USD,6493.49,519.48,7012.97,Paid,CC-020,Purchase
INV-00287,Vertex IT Services,V-006,MRO,2025-04-02,2025-04-13,USD,3987.81,319.02,4306.83,Paid,CC-015,Purchase
INV-00302,Gamma Supplies Ltd,V-001,Facilities,2025-04-04,2025-04-13,USD,7569.04,605.52,8174.56,Paid,CC-006,Purchase
INV-00299,Northwind Logistics Inc,V-002,Logistics,2025-04-04,2025-04-16,USD,6094.32,487.55,6581.87,Paid,CC-010,Purchase
INV-00304,Harbor Facilities Group,V-007,Capex,2025-04-05,2025-04-20,USD,3083.42,246.67,3330.09,Paid,CC-012,Purchase
INV-00300,Capex Solutions Ltd,V-008,MRO,2025-04-06,2025-04-11,USD,5476.5,438.12,5914.62,Paid,CC-009,Purchase
INV-00292,Sterling MRO Co,V-003,IT Services,2025-04-07,2025-04-28,USD,6472.71,517.82,6990.53,Paid,CC-019,Purchase
INV-00301,Gridline Utilities LLC,V-004,Capex,2025-04-08,2025-04-28,USD,6780.45,542.44,7322.89,Paid,CC-013,Purchase
INV-00298,Gamma Supplies Ltd,V-001,MRO,2025-04-10,2025-04-17,USD,6005.47,480.44,6485.91,Paid,CC-017,Purchase
INV-00288,Capex Solutions Ltd,V-008,Capex,2025-04-11,2025-04-26,USD,6503.18,520.25,7023.43,Paid,CC-001,Purchase
INV-00291,Harbor Facilities Group,V-007,Capex,2025-04-12,2025-04-28,USD,3093.69,247.5,3341.19,Paid,CC-017,Purchase
INV-00303,Gridline Utilities LLC,V-004,Facilities,2025-04-13,2025-04-20,USD,3159.06,252.72,3411.78,Paid,CC-015,Purchase
INV-00296,Sterling MRO Co,V-003,Utilities,2025-04-16,2025-04-26,USD,4482.29,358.58,4840.87,Paid,CC-005,Purchase
INV-00297,Vertex IT Services,V-006,IT Services,2025-04-16,2025-04-24,USD,2646.81,211.74,2858.55,Paid,CC-008,Purchase
INV-00295,Vertex IT Services,V-006,Logistics,2025-04-18,2025-04-28,USD,3569.61,285.57,3855.18,Paid,CC-007,Purchase
INV-00286,Pacific Packaging,V-005,Capex,2025-04-19,2025-04-28,USD,6677.68,534.21,7211.89,Paid,CC-013,Purchase
INV-00294,Harbor Facilities Group,V-007,Logistics,2025-04-21,2025-04-28,USD,2538.09,203.05,2741.14,Paid,CC-010,Purchase
INV-00289,Pacific Packaging,V-005,Utilities,2025-04-26,2025-04-28,USD,5265.15,421.21,5686.36,Paid,CC-008,Purchase
INV-00290,Gridline Utilities LLC,V-004,Logistics,2025-04-26,2025-04-28,USD,3180.97,254.48,3435.45,Paid,CC-007,Purchase
INV-00315,Vertex IT Services,V-006,IT Services,2025-05-01,2025-05-08,USD,2556.78,204.54,2761.32,Paid,CC-002,Purchase
INV-00321,Sterling MRO Co,V-003,Logistics,2025-05-02,2025-05-23,USD,2554.44,204.36,2758.8,Paid,CC-002,Purchase
INV-00312,Capex Solutions Ltd,V-008,Facilities,2025-05-03,2025-05-14,USD,3188.08,255.05,3443.13,Paid,CC-011,Purchase
INV-00323,Northwind Logistics Inc,V-002,Utilities,2025-05-05,2025-05-27,USD,6194.23,495.54,6689.77,Paid,CC-020,Purchase
INV-00313,Sterling MRO Co,V-003,Raw Materials,2025-05-07,2025-05-12,USD,6864.27,549.14,7413.41,Paid,CC-002,Purchase
INV-00311,Northwind Logistics Inc,V-002,Utilities,2025-05-08,2025-05-15,USD,6349.96,508.0,6857.96,Paid,CC-012,Purchase
INV-00307,Vertex IT Services,V-006,Packaging,2025-05-09,2025-05-20,USD,6389.01,511.12,6900.13,Paid,CC-006,Purchase
INV-00308,Gridline Utilities LLC,V-004,Logistics,2025-05-12,2025-05-24,USD,3055.54,244.44,3299.98,Paid,CC-014,Purchase
INV-00310,Harbor Facilities Group,V-007,Facilities,2025-05-12,2025-05-28,USD,3678.01,294.24,3972.25,Paid,CC-017,Purchase
INV-00319,Vertex IT Services,V-006,Utilities,2025-05-12,2025-05-21,USD,6397.38,511.79,6909.17,Paid,CC-013,Purchase
INV-00317,Gamma Supplies Ltd,V-001,MRO,2025-05-15,2025-05-28,USD,5886.23,470.9,6357.13,Paid,CC-012,Purchase
INV-00309,Harbor Facilities Group,V-007,MRO,2025-05-19,2025-05-28,USD,2004.06,160.32,2164.38,Paid,CC-019,Purchase
INV-00318,Sterling MRO Co,V-003,MRO,2025-05-21,2025-05-28,USD,6798.67,543.89,7342.56,Paid,CC-016,Purchase
INV-00320,Northwind Logistics Inc,V-002,Packaging,2025-05-21,2025-05-28,USD,2271.39,181.71,2453.1,Paid,CC-002,Purchase
INV-00314,Gridline Utilities LLC,V-004,IT Services,2025-05-21,2025-05-28,USD,3028.92,242.31,3271.23,Paid,CC-014,Purchase
INV-00305,Northwind Logistics Inc,V-002,Capex,2025-05-22,2025-05-28,USD,5555.36,444.43,5999.79,Paid,CC-001,Purchase
INV-00316,Harbor Facilities Group,V-007,MRO,2025-05-23,2025-05-28,USD,1979.51,158.36,2137.87,Paid,CC-017,Purchase
INV-00322,Gridline Utilities LLC,V-004,Packaging,2025-05-27,2025-05-28,USD,2306.81,184.54,2491.35,Paid,CC-014,Purchase
INV-00306,Capex Solutions Ltd,V-008,Raw Materials,2025-05-27,2025-05-28,USD,3603.76,288.3,3892.06,Paid,CC-002,Purchase
INV-00335,Gridline Utilities LLC,V-004,Logistics,2025-06-01,2025-06-10,USD,3153.71,252.3,3406.01,Paid,CC-018,Purchase
INV-00334,Capex Solutions Ltd,V-008,Utilities,2025-06-02,2025-06-16,USD,6147.97,491.84,6639.81,Paid,CC-012,Purchase
INV-00338,Sterling MRO Co,V-003,Logistics,2025-06-02,2025-06-13,USD,2578.07,206.25,2784.32,Paid,CC-006,Purchase
INV-00340,Capex Solutions Ltd,V-008,Packaging,2025-06-03,2025-06-09,USD,6327.74,506.22,6833.96,Paid,CC-003,Purchase
INV-00329,Gamma Supplies Ltd,V-001,IT Services,2025-06-05,2025-06-17,USD,4314.77,345.18,4659.95,Paid,CC-016,Purchase
INV-00337,Gamma Supplies Ltd,V-001,Logistics,2025-06-05,2025-06-16,USD,3746.5,299.72,4046.22,Paid,CC-007,Purchase
INV-00336,Gamma Supplies Ltd,V-001,Utilities,2025-06-06,2025-06-21,USD,6656.51,532.52,7189.03,Paid,CC-004,Purchase
INV-00341,Gridline Utilities LLC,V-004,Capex,2025-06-06,2025-06-28,USD,6511.35,520.91,7032.26,Paid,CC-020,Purchase
INV-00325,Gridline Utilities LLC,V-004,Packaging,2025-06-07,2025-06-26,USD,2324.65,185.97,2510.62,Paid,CC-001,Purchase
INV-00328,Gridline Utilities LLC,V-004,Capex,2025-06-08,2025-06-18,USD,6609.8,528.78,7138.58,Paid,CC-016,Purchase
INV-00331,Vertex IT Services,V-006,Packaging,2025-06-10,2025-06-15,USD,6104.89,488.39,6593.28,Paid,CC-001,Purchase
INV-00330,Sterling MRO Co,V-003,Logistics,2025-06-15,2025-06-28,USD,2572.54,205.8,2778.34,Paid,CC-012,Purchase
INV-00326,Pacific Packaging,V-005,Packaging,2025-06-15,2025-06-27,USD,2967.64,237.41,3205.05,Paid,CC-015,Purchase
INV-00339,Capex Solutions Ltd,V-008,Capex,2025-06-22,2025-06-28,USD,6348.52,507.88,6856.4,Paid,CC-001,Purchase
INV-00333,Harbor Facilities Group,V-007,Facilities,2025-06-23,2025-06-28,USD,3627.35,290.19,3917.54,Paid,CC-017,Purchase
INV-00342,Harbor Facilities Group,V-007,Raw Materials,2025-06-23,2025-06-28,USD,5908.63,472.69,6381.32,Paid,CC-020,Purchase
INV-00324,Capex Solutions Ltd,V-008,Facilities,2025-06-24,2025-06-28,USD,3194.37,255.55,3449.92,Paid,CC-005,Purchase
